City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,mimizan,44.2006,-1.2289,20.14,65,100,2.72,FR,1721594182
368,barabinsk,55.3571,78.357,15.72,91,83,0.97,RU,1721594184
369,san salvo,42.0433,14.7272,27.28,65,34,2.28,IT,1721594186
370,makurazaki,31.2667,130.3167,24.12,95,2,1.48,JP,1721594187
371,idri,27.5,13.2667,33.27,18,0,2.05,LY,1721594189
372,alvinopolis,-20.1067,-43.0489,18.48,56,0,1.58,BR,1721594192
373,merei,45.1333,26.6833,19.64,84,15,2.12,RO,1721594193
374,umm kaddadah,13.6017,26.6876,30.61,49,98,5.45,SD,1721594195
375,anan,33.9167,134.65,26.88,100,100,1.03,JP,1721594197
376,notodden,59.5594,9.2585,18.75,81,84,1.36,NO,1721594199
377,hadibu,12.65,54.0333,26.24,82,100,11.23,YE,1721594200
378,sinabang,2.4803,96.3801,27.09,82,100,2.16,ID,1721594202
379,batticaloa,7.7102,81.6924,26.98,77,25,1.91,LK,1721594204
380,al kharijah,25.4514,30.5464,33.75,17,0,2.96,EG,1721594206
381,san borja,-14.8167,-66.85,32.23,33,7,1.97,BO,1721594208
382,naxos,37.1056,25.3764,26.77,62,0,2.23,GR,1721594210
383,mangrol,21.1167,70.1167,27.34,90,100,8.88,IN,1721594211
384,dalbandin,28.8947,64.4101,32.26,31,0,4.96,PK,1721594213
385,bamboo flat,11.7,92.7167,28.05,89,75,3.6,IN,1721594215
386,patos de minas,-18.5789,-46.5181,20.28,38,0,2.73,BR,1721594217
387,bhuj,23.2667,69.6667,28.95,87,100,6.97,IN,1721594219
388,contamana,-7.3333,-75.0167,33.63,34,49,2.07,PE,1721594223
389,luang prabang,19.8856,102.1347,23.32,100,98,0.38,LA,1721594224
390,ghanzi,-21.5667,21.7833,17.02,17,31,3.57,BW,1721594226
391,tsimasham,27.0989,89.536,14.7,96,100,0.5,BT,1721594228
392,codrington,-38.2667,141.9667,11.88,92,98,6.38,AU,1721594232
393,orsa,54.5153,30.4053,15.53,87,69,0.39,BY,1721594234
394,bichura,50.5881,107.6022,17.12,85,98,1.05,RU,1721594235
395,chipata,-13.6333,32.65,16.81,41,13,2.07,ZM,1721594237
396,napili-honokowai,20.9708,-156.6705,28.64,76,88,6.51,US,1721594239
397,vicosa do ceara,-3.5622,-41.0922,24.16,37,32,2.11,BR,1721594241
398,vilyuysk,63.7553,121.6247,17.31,62,100,3.14,RU,1721594244
399,tando allahyar,25.4626,68.7192,31.33,65,100,3.31,PK,1721594246
400,assab,13.0092,42.7394,31.71,73,100,2.27,ER,1721594248
401,guerrero negro,27.9769,-114.0611,27.3,58,100,5.75,MX,1721594250
402,lashio,22.9333,97.75,20.66,100,100,0.45,MM,1721594251
403,vilyuchinsk,52.9306,158.4028,10.15,78,98,0.98,RU,1721594253
404,rikaze,29.25,88.8833,14.49,60,100,2.07,CN,1721594255
405,labytnangi,66.6572,66.4183,8.84,71,67,3.54,RU,1721594257
406,macau,22.2006,113.5461,29.28,94,20,3.6,MO,1721594258
407,kralendijk,12.15,-68.2667,31.99,62,40,7.2,BQ,1721594140
408,makinsk,52.6292,70.4169,15.42,91,9,1.76,KZ,1721594262
409,cole harbour,44.6724,-63.4751,21.71,68,86,7.72,CA,1721594264
410,usinsk,65.9939,57.5281,10.7,59,85,3.63,RU,1721594265
411,amga,60.8953,131.9608,14.07,89,15,0.5,RU,1721594267
412,conde,-7.2597,-34.9075,25.7,73,20,5.66,BR,1721594269
413,sao desiderio,-12.3633,-44.9733,24.77,33,84,2.62,BR,1721594271
414,puerto cabezas,14.0351,-83.3888,30.98,79,40,4.12,NI,1721594273
415,olyokminsk,60.3736,120.4264,17.27,68,93,1.21,RU,1721594274
416,naze,28.3667,129.4833,25.51,83,19,2.99,JP,1721594276
417,kinango,-4.1372,39.3153,19.82,87,94,2.21,KE,1721594278
418,kavaratti,10.5669,72.642,27.27,89,100,4.95,IN,1721594280
419,gaigeturi,33.4644,126.3183,26.03,94,40,1.03,KR,1721594281
420,lucea,18.451,-78.1736,30.92,78,99,6.88,JM,1721594283
421,tazacorte,28.629,-17.9293,23.42,88,75,7.2,ES,1721594285
422,khash,28.2211,61.2158,29.81,17,10,2.93,IR,1721594287
423,ilhabela,-23.7781,-45.3581,18.28,83,0,2.18,BR,1721594288
424,diamantino,-14.4086,-56.4461,30.46,20,0,2.53,BR,1721594290
425,socorro,31.6546,-106.3033,30.03,44,75,4.63,US,1721594292
426,ardakan,32.31,54.0175,34.3,15,0,3.02,IR,1721594294
427,saint-pierre,-21.3393,55.4781,20.82,60,20,2.57,RE,1721594297
428,sao vicente,-23.9631,-46.3919,25.64,66,75,2.24,BR,1721594299
429,ust'-ilimsk,58.0006,102.6619,16.68,89,92,1.13,RU,1721594301
430,mazagao,-0.115,-51.2894,32.03,66,19,1.57,BR,1721594303
431,tres lagoas,-20.7511,-51.6783,26.05,24,0,2.96,BR,1721594304
432,thames,-37.1333,175.5333,12.27,94,100,2.2,NZ,1721594306
433,fuengirola,36.54,-4.6247,33.0,27,0,4.63,ES,1721594308
434,kamina,-8.7386,24.9906,19.65,38,0,1.73,CD,1721594310
435,jasper,37.2001,-94.3502,26.12,66,75,3.6,US,1721594312
436,fouesnant,47.8919,-4.0148,16.12,82,100,2.57,FR,1721594313
437,nyagan,62.1406,65.3936,9.55,89,100,1.52,RU,1721594315
438,kyren,51.6828,102.1408,15.86,98,100,0.42,RU,1721594317
439,jaragua,-15.7569,-49.3344,24.72,28,0,2.36,BR,1721594319
440,remire-montjoly,4.9167,-52.2667,28.02,78,0,1.03,GF,1721594321
441,pabellon de arteaga,22.15,-102.25,28.07,30,1,5.99,MX,1721594322
442,bengkulu,-3.8004,102.2655,24.83,89,79,2.05,ID,1721594324
443,ad dindar,13.2,34.1667,25.84,74,100,3.53,SD,1721594326
444,santana,-0.0583,-51.1817,32.1,66,75,2.57,BR,1721594328
445,greenwood,34.1668,-82.1165,31.46,68,40,2.06,US,1721594329
446,tadine,-21.55,167.8833,20.55,72,7,3.82,NC,1721594331
447,waingapu,-9.6567,120.2641,22.61,87,47,3.89,ID,1721594333
448,kovdor,67.5662,30.4758,14.9,60,100,2.02,RU,1721594335
449,issia,6.4922,-6.5856,22.12,99,100,1.4,CI,1721594337
450,tofol,5.3248,163.0078,29.05,75,83,5.85,FM,1721594338
451,inongo,-1.95,18.2667,22.65,55,50,1.86,CD,1721594340
452,lycksele,64.5954,18.6735,17.93,72,20,3.6,SE,1721594342
453,la paz,-16.5,-68.15,15.99,18,20,4.63,BO,1721594344
454,nyurba,63.2842,118.3319,17.7,60,100,2.51,RU,1721594346
455,ichinoseki,38.9167,141.1333,24.95,84,31,1.28,JP,1721594347
456,al bawiti,28.3492,28.8659,32.69,18,6,3.54,EG,1721594349
457,zhezqazghan,47.7833,67.7667,21.32,52,0,3.0,KZ,1721594351
458,harstad,68.799,16.5293,24.66,68,5,1.63,NO,1721594355
459,arrifes,37.7667,-25.7,23.14,83,20,4.63,PT,1721594357
460,bonthe,7.5264,-12.505,24.14,94,100,3.26,SL,1721594359
461,thinadhoo,0.5333,72.9333,29.02,74,14,4.87,MV,1721594360
462,alice springs,-23.7,133.8833,-0.25,80,0,2.57,AU,1721594364
463,panaba,21.2833,-88.2667,32.82,61,100,2.94,MX,1721594366
464,bikenibeu village,1.3673,173.1241,29.98,70,20,6.17,KI,1721594368
465,kapa'a,22.0752,-159.319,27.28,72,40,5.14,US,1721594370
466,puerto madryn,-42.7692,-65.0385,14.16,34,1,4.13,AR,1721594372
467,new plymouth,-39.0667,174.0833,9.34,100,94,2.78,NZ,1721594374
468,hampton bays,40.869,-72.5176,29.1,73,20,6.17,US,1721594376
469,wellington,-41.2866,174.7756,10.81,81,75,11.32,NZ,1721594378
470,bandarbeyla,9.4942,50.8122,25.4,80,79,15.42,SO,1721594380
471,toliara,-23.35,43.6667,18.86,79,0,4.17,MG,1721594381
472,inarajan village,13.2736,144.7484,28.08,94,100,5.14,GU,1721594384
473,sen monorom,12.45,107.2,20.69,99,100,1.65,KH,1721594385
474,kiunga,-6.1219,141.2906,21.94,99,100,0.75,PG,1721594387
475,laguna,38.421,-121.4238,35.73,35,0,3.6,US,1721594389
476,correntina,-13.3433,-44.6367,23.5,35,65,2.19,BR,1721594391
477,quimili,-27.6333,-62.4167,20.03,52,74,4.93,AR,1721594393
478,vila velha,-20.3297,-40.2925,22.97,84,75,4.12,BR,1721594395
479,bhimunipatnam,17.8833,83.4333,26.07,87,93,7.34,IN,1721594397
480,chamical,-30.36,-66.314,13.47,48,96,2.32,AR,1721594399
481,kristiansund,63.1115,7.732,18.03,89,75,1.54,NO,1721594401
482,labuan,5.2767,115.2417,27.2,94,20,0.0,MY,1721594407
483,westport,41.1415,-73.3579,30.64,51,0,3.6,US,1721594292
484,tra vinh,9.9347,106.3453,25.08,91,100,2.79,VN,1721594410
485,shiyan,32.6475,110.7781,26.9,93,53,1.93,CN,1721594412
486,primero de mayo,-32.2552,-58.4228,16.97,85,100,2.04,AR,1721594414
487,carutapera,-1.195,-46.02,26.38,74,8,3.81,BR,1721594416
488,ixtapa,20.7,-105.2,30.68,70,75,3.09,MX,1721594418
489,la ronge,55.1001,-105.2842,23.14,60,75,4.63,CA,1721594419
490,tidjikja,18.5564,-11.4271,34.17,35,96,7.8,MR,1721594421
491,marka,1.7159,44.7717,24.34,86,100,7.99,SO,1721594423
492,bontang,0.1333,117.5,25.64,90,98,3.66,ID,1721594425
493,talakan,50.3167,130.3667,18.06,99,51,0.49,RU,1721594427
494,geraldton,-28.7667,114.6,8.23,81,0,6.69,AU,1721594429
495,bratsk,56.1325,101.6142,19.27,79,100,1.14,RU,1721594430
496,san pedro pochutla,15.7333,-96.4667,32.84,66,98,2.74,MX,1721594432
497,grand falls-windsor,48.9332,-55.6649,25.28,61,99,1.34,CA,1721594434
498,aktau,43.65,51.2,23.32,75,55,1.96,KZ,1721594436
499,buala,-8.145,159.5921,27.22,82,31,3.66,SB,1721594438
500,carlsbad,33.1581,-117.3506,32.4,70,20,4.12,US,1721594440
501,orchard homes,46.8633,-114.0484,36.75,18,0,3.09,US,1721594442
502,ventspils,57.3894,21.5606,15.96,100,0,0.0,LV,1721594444
503,lima duarte,-21.8425,-43.7931,15.49,68,0,1.22,BR,1721594446
504,kapuskasing,49.4169,-82.4331,22.05,49,100,4.63,CA,1721594448
505,taoyuan city,24.9937,121.297,29.13,87,75,2.06,TW,1721594449
506,lazaro cardenas,17.9583,-102.2,30.48,63,69,3.32,MX,1721594451
507,nikolayevsk-on-amure,53.1406,140.73,13.96,99,100,1.67,RU,1721594453
508,ambovombe,-25.1667,46.0833,18.96,86,27,3.13,MG,1721594455
509,balaklava,44.5,33.6,24.65,57,0,1.37,UA,1721594457
510,goondiwindi,-28.55,150.3167,4.97,83,0,1.74,AU,1721594459
511,kuanda,56.3161,116.0806,19.81,84,100,0.24,RU,1721594461
512,puerto baquerizo moreno,-0.9,-89.6,24.55,69,40,7.2,EC,1721594463
513,tarawa,1.419,172.984,30.05,70,20,6.17,KI,1721594464
514,ostersund,63.1792,14.6357,18.25,85,0,7.2,SE,1721594466
515,dryden,49.7833,-92.7503,25.16,31,20,1.54,CA,1721594470
516,barrouallie,13.2333,-61.2667,28.79,74,40,4.63,VC,1721594472
517,kannod,22.6667,76.7333,25.22,95,100,3.25,IN,1721594474
518,whangarei,-35.7317,174.3239,12.76,86,99,2.0,NZ,1721594308
519,rosarito,32.3333,-117.0333,26.8,72,34,3.51,MX,1721594477
520,mugia,43.1041,-9.2179,18.98,82,0,7.81,ES,1721594479
521,jiujiang,29.7333,115.9833,28.48,61,55,2.47,CN,1721594481
522,puerto deseado,-47.7503,-65.8938,10.36,62,59,11.46,AR,1721594483
523,wuxi,31.5689,120.2886,28.65,79,31,4.59,CN,1721594485
524,nichlaul,27.3167,83.7333,27.61,84,100,4.06,IN,1721594487
525,dunedin,-45.8742,170.5036,7.11,80,100,6.71,NZ,1721594489
526,mamers,48.3333,0.25,18.48,83,67,2.87,FR,1721594491
527,happy valley-goose bay,53.3168,-60.3315,20.17,42,75,5.14,CA,1721594492
528,pointe aux piments,-20.0628,57.5131,20.29,84,8,4.79,MU,1721594494
529,korsakov,46.6328,142.7813,18.91,100,96,6.01,RU,1721594496
530,kerikeri,-35.2268,173.9474,11.62,94,83,4.04,NZ,1721594498
531,cidreira,-30.1811,-50.2056,16.65,85,100,1.83,BR,1721594500
532,kraljevo,43.7258,20.6894,25.0,73,40,0.51,RS,1721594502
533,arkhangel'sk,64.5401,40.5433,14.06,82,0,2.0,RU,1721594320
534,marquette,46.5333,-87.6335,20.69,57,0,2.68,US,1721594505
535,st. john's,47.5649,-52.7093,21.75,66,100,5.17,CA,1721594507
536,sidareja,-7.4846,108.7923,20.84,97,64,0.52,ID,1721594509
537,piti village,13.4626,144.6933,28.03,92,20,0.0,GU,1721594511
538,tubarjal,30.4999,38.216,31.6,25,0,8.05,SA,1721594512
539,santa marta,11.2408,-74.199,33.27,64,20,3.6,CO,1721594514
540,cutral-co,-38.9469,-69.2089,12.98,25,2,3.19,AR,1721594516
541,mudbidri,13.0833,74.9833,25.79,100,100,3.09,IN,1721594518
542,tindouf,27.6711,-8.1474,43.25,10,20,1.54,DZ,1721594520
543,as sulayyil,20.4607,45.5779,37.14,10,100,3.14,SA,1721594522
544,archangelos,36.2149,28.1149,26.99,68,0,3.36,GR,1721594523
545,at taj,24.2049,23.2857,31.11,23,0,4.49,LY,1721594525
546,garissa,-0.4536,39.6401,23.31,75,78,9.4,KE,1721594527
547,mitu,1.1983,-70.1733,24.28,92,100,0.93,CO,1721594529
548,el calafate,-50.3408,-72.2768,5.07,98,100,4.76,AR,1721594531
549,mohr,54.3528,9.7167,21.65,87,100,3.09,DE,1721594533
550,uliastay,47.7417,96.8444,12.03,77,17,1.61,MN,1721594535
551,teruel,40.6667,-0.6667,13.69,62,1,1.48,ES,1721594536
552,bubaque,11.2833,-15.8333,26.89,84,100,5.81,GW,1721594538
553,argo,37.6333,22.7333,28.77,46,0,1.58,GR,1721594540
554,sudogda,55.9539,40.8629,15.26,98,51,1.65,RU,1721594542
555,canutama,-6.5339,-64.3831,36.75,20,29,1.39,BR,1721594544
556,saint-amand-montrond,46.75,2.5,20.57,96,100,3.28,FR,1721594546
557,ulladulla,-35.35,150.4667,8.1,78,6,2.41,AU,1721594548
558,la'ie,21.6477,-157.9253,28.98,72,98,3.13,US,1721594550
559,hotan,37.0997,79.9269,28.68,29,99,12.2,CN,1721594552
560,baiyin,36.5583,104.2081,23.94,58,100,1.69,CN,1721594553
561,hilo,19.7297,-155.09,27.83,79,100,3.6,US,1721594555
562,tsetserleg,47.475,101.4542,9.24,87,9,2.03,MN,1721594558
563,mabaruma,8.2,-59.7833,25.88,97,93,1.77,GY,1721594560
564,zhaobaoshan,29.9695,121.6875,29.01,85,7,4.66,CN,1721594561
565,hassi messaoud,31.6804,6.0729,38.92,10,0,1.54,DZ,1721594563
566,kone,-21.0595,164.8658,18.84,72,7,1.07,NC,1721594566
567,nacozari de garcia,30.3742,-109.6908,30.33,42,31,2.8,MX,1721594568
568,staroyur'yevo,53.3161,40.7081,16.58,85,27,1.98,RU,1721594569
569,tandil,-37.3217,-59.1332,10.94,82,46,1.77,AR,1721594571
570,seven pagodas,12.6264,80.1722,30.53,60,100,6.85,IN,1721594573
571,mwanza,-2.5167,32.9,23.66,70,96,2.21,TZ,1721594575
572,ierapetra,35.01,25.7353,30.08,62,0,0.45,GR,1721594576
573,copala,16.65,-98.9833,28.26,65,99,1.8,MX,1721594578
